0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;55.6051,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;71.7267,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
