0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;96.4907,0;96.4907,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;96.4907,0;96.4907,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;96.4907,0;96.4907,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;96.4907,0;96.4907,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;96.4907,0;96.4907,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;96.4907,0;96.4907,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;96.4907,0;96.4907,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;96.4907,0;96.4907,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;96.4907,0;96.4907,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;96.4907,0;96.4907,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;96.4907,0;96.4907,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;96.4907,0;96.4907,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;96.4907,0;96.4907,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;96.4907,0;96.4907,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;96.4907,0;96.4907,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;96.4907,0;96.4907,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;48.9845,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
