0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;23.1701,0;1,0;1,0;1,0;1
